# Blackjack High-Low Simulation Results
# Deck Count: 1
# Penetration: 0.75 deck penetration
"# Total Shoes: 1,000,000"
"# Total Hands: 8,349,891"
# Generated: 2025-05-24 22:11:34

True Count,Percentage
-10,5.227625
-9,0.183344
-8,4.270164
-7,0.443359
-6,6.563690
-5,1.209357
-4,8.719383
-3,2.468152
-2,12.267106
-1,1.258807
0,14.746157
1,1.255442
2,12.277621
3,2.470475
4,8.724018
5,1.207201
6,6.582421
7,0.444078
8,4.270655
9,0.183068
10,5.227877
