# Blackjack High-Low Simulation Results with Player Edge Analysis
# Deck Count: 3
# Penetration: 2.0 deck penetration
# Total Shoes: 5
# Total Hands: 39
"# Bet Spread: TC≤0 sit out, TC1=$5, TC2=$10, TC3=$15, TC4+=$25"
# Generated: 2025-05-25 22:09:58

True Count,Frequency,Percentage,Player Edge,Total Profit,Total Wagered
-10,0,0.000000,0.000000,0.00,0.00
-9,0,0.000000,0.000000,0.00,0.00
-8,0,0.000000,0.000000,0.00,0.00
-7,0,0.000000,0.000000,0.00,0.00
-6,0,0.000000,0.000000,0.00,0.00
-5,0,0.000000,0.000000,0.00,0.00
-4,0,0.000000,0.000000,0.00,0.00
-3,0,0.000000,0.000000,0.00,0.00
-2,0,0.000000,0.000000,0.00,0.00
-1,0,0.000000,0.000000,0.00,0.00
0,0,0.000000,0.000000,0.00,0.00
1,14,35.897436,0.062500,5.00,80.00
2,3,7.692308,-0.750000,-30.00,40.00
3,4,10.256410,0.200000,15.00,75.00
4,4,10.256410,0.000000,0.00,100.00
5,8,20.512821,0.000000,0.00,225.00
6,1,2.564103,-1.000000,-25.00,25.00
7,2,5.128205,0.000000,0.00,50.00
8,2,5.128205,0.000000,0.00,50.00
9,0,0.000000,0.000000,0.00,0.00
10,1,2.564103,-1.000000,-25.00,25.00
